Gene,21.21 Days,37.33 Days,52.96 Days,68.08 Days,83.08 Days,98.08 Days,115 Days,134.96 Days,157.92 Days,180.88 Days,202 Days
A1BG,246.8738224,224.0303738,210.0191885,239.0674321,242.5175136,264.913399,244.2596525,249.3708132,242.81995,227.1035214,240.0454933
A1BG-AS1,114.0846644,96.68446775,102.928446,94.94082117,127.0110623,118.3673145,90.9338926,100.1383881,107.9091509,127.9054516,139.7384743
A1CF,64.17279677,51.40833514,52.93953143,59.90089078,50.00031463,60.66373871,47.99602726,54.23879012,48.03374882,54.08269613,57.54421943
A2M,13.58788035,9.19485231,8.24992031,16.98119118,9.535905075,4.088780993,22.75900828,54.21781655,96.3854872,130.7134646,88.3782855
A2M-AS1,2.885621714,0.5038640385,0.4807319735,0.503745,3.023928527,1.0082425,3.023955235,0,1.033939548,2.051935141,3.056132756
A2ML1,17.47771079,10.8798608,11.44502626,17.99498609,10.87834168,12.01136882,10.37877481,16.32894858,11.98842488,12.56663172,12.08921713
A2MP1,0,0,0,0.500072,0,0,0,0,0,0.4999715,0
A3GALT2,4.49676122,5.997808461,0.9999815,6.497876238,5.505208101,6.011247317,5.508988769,0.999346301,8.504359037,4.009402046,6.004709622
A4GALT,537.2266042,413.5605386,424.1736359,474.2790152,416.892409,424.6008077,389.3112637,431.9091892,386.6497091,343.1978059,399.6183558
A4GNT,8.494668439,8.492503097,8.994494623,7.493900657,8.498521294,17.50402244,8.001335408,11.49911501,11.50406609,13.50967213,14.00315123
AA06,0,0,0,0,0,0,0,0,0,0,0.5062385
AAAS,606.4321553,502.9691996,441.293202,432.6843681,423.1662708,407.9482447,376.9071817,386.7983818,352.3699969,379.6317774,439.7806115
AACS,601.9255508,520.5958027,510.90165,428.1214767,381.5690988,321.5526569,312.933784,254.059681,221.2195357,277.7407107,268.846349
AACSP1,103.4099455,100.7796149,97.7949443,96.64272435,98.42452184,127.1839425,96.6201176,110.3760247,95.54148398,122.6240942,128.3800655
AADAC,0,0,0,0.4998475,0.500168173,0.999822783,0,0,0,0,0
AADACL2,75.42885611,59.08389713,69.39422695,85.40576972,76.14878692,61.97762991,56.64558065,45.406483,52.64205626,40.54737702,57.06835838
AADACL2-AS1,10.49589143,12.4226807,8.38551125,8.865299503,14.23446085,9.500676695,9.907052927,10.1416961,14.55357994,6.623675,2.464483682
AADACL3,26.50142049,17.99855945,21.98922366,26.98970563,18.50051109,14.99942705,22.50242274,23.53056571,23.51995856,16.01811649,11.00694346
AADACL4,0,0,0.5001385,0.5000575,0,0,0,0.500267672,0,0.501079836,0
AADAT,212.064462,158.9882393,166.4263472,162.9886661,149.083737,166.8219696,139.7852889,165.8116216,171.5208479,145.5125405,182.1276255
AAGAB,712.8950119,577.0601875,556.3467538,568.2453301,602.8658917,570.9641304,534.6799679,520.8652516,507.7276418,606.1584399,557.3903621
AAK1,5454.166337,4603.920005,4199.56282,4720.58075,4757.859647,4494.149513,4419.12796,4119.747069,4305.186713,4563.944885,4843.830584
AAMDC,139.5710672,126.8588002,118.3754137,141.3251542,142.3921152,132.0571505,136.6096114,127.8351256,117.5356082,136.7653074,142.4574091
AAMP,515.9605308,471.6937542,434.7258626,426.6058813,426.3975585,428.4887459,404.8897071,348.0163951,355.0009918,396.3538691,408.5501704
AANAT,10.29224556,9.517176306,6.894497155,14.36734309,6.947974928,3.795691165,3.304255577,2.929841525,5.721029818,7.158855629,3.084410097
AAR2,483.9219219,440.1041448,416.4515364,404.3044244,428.4124717,451.1699055,445.9292771,457.3357989,410.5615281,428.2080147,477.4134854
AARD,53.66120012,51.32755123,51.24716265,65.62616229,44.17201383,34.66381871,54.50589816,43.62761242,43.68729854,54.88328857,54.50947811
AARS1,4111.826151,3610.479813,3562.938789,3814.552029,4101.285524,3992.48933,3492.399248,3670.317741,3851.260583,3912.133382,4216.705124
AARS2,319.1494064,317.1281499,287.7107623,327.2786949,401.9718645,368.6893169,337.8347592,344.6684715,303.6765063,303.4323043,300.5614219
AARSD1,124.8103352,127.0812888,114.0255494,90.19804075,109.1420761,100.9498105,96.9158894,87.99554835,77.87130801,107.2075178,98.78468495
AASDH,227.6829276,202.7205648,185.5441099,223.3492846,274.074884,229.1464825,219.8826811,213.9838979,233.7411772,280.5876623,250.7180661
AASDHPPT,611.2615318,570.8568764,534.5992555,551.7183545,579.9816347,567.9973161,549.0363374,478.4632355,514.8137294,600.5924725,587.7513591
AASS,808.9604281,687.5775374,664.0078779,648.7145061,599.74846,545.0878819,444.1597965,389.097547,326.7229076,348.659054,329.4945393
AATBC,65.91101705,66.90010107,39.90025627,57.3983036,54.42500457,46.43434164,51.43208334,37.00070043,41.47216877,40.50617423,36.47537618
AATF,514.9266983,419.6260602,386.0396356,389.5617413,406.837323,386.3411327,362.3242106,336.4680552,322.4383624,359.1886103,369.4242717
AATK,8.514175231,9.513192025,6.008027337,7.520513571,12.52304799,5.510165301,6.510179739,3.009263608,6.014189088,3.008249686,4.509568105
ABALON,69.83929314,66.52999221,47.94806209,49.27494609,61.50012752,71.25790026,58.13632791,62.05626095,56.84434972,66.84327525,92.21529635
ABAT,95.57764115,80.75537564,91.64997338,104.520131,110.2747791,103.9819506,87.73439962,96.81411304,98.76555716,143.8039349,145.9618713
ABCA1,1827.905652,1842.396575,2670.651932,2394.644632,2843.561435,3020.230066,2317.746196,2440.269797,1910.066009,1668.646991,1434.487052
ABCA10,122.1452845,108.8608787,155.3353548,190.129509,248.0940485,284.4179985,253.7581803,221.789542,244.8726916,160.1716985,150.0084146
ABCA11P,40.54795031,54.92316802,53.0751754,61.56867467,53.48991186,67.4055216,67.3231775,47.85001195,70.71540536,85.10805356,89.70016676
ABCA12,19.39775131,16.77114554,16.74804393,16.77003843,15.21223923,9.43741863,12.05805644,15.54799235,11.30130205,13.11947572,17.24214304
ABCA13,65.65286063,86.2527367,99.53624854,91.93187081,92.22390884,72.48492939,158.712943,222.2108375,241.3988786,289.1814454,214.9888205
ABCA17P,2.496498652,1.996987783,1.994466906,1.497417973,3.993801225,1.498261584,1.997626594,3.579757932,2.498975271,2.502120631,1.530955891
ABCA2,1034.588988,990.4640085,1094.562212,1200.711116,1299.9233,1430.046224,1766.886818,2089.935203,2191.261075,2349.895195,2514.73962
ABCA3,39.94582127,22.96568077,21.44866151,29.94246821,33.44367489,25.95683683,34.94952277,38.42353462,41.97059695,63.00787204,63.91976715
ABCA4,11.48421474,11.48380703,11.96939348,13.97323992,25.95872879,17.9735422,20.46910749,16.49960114,30.47888519,23.99771541,33.96492397
ABCA5,1180.519724,880.0042407,1182.550142,1228.624095,1474.865793,1726.866514,1540.436858,1564.27252,1554.282296,1443.987621,1310.40158
ABCA6,210.7206651,191.746874,241.0214937,244.5486223,451.0321194,584.9510788,419.9188445,501.9738884,396.3701686,224.9728649,183.343782
ABCA7,55.92214685,64.40146034,50.36444328,65.37893869,88.35756507,72.38581646,54.91996764,42.9952455,48.47887747,35.4630103,57.94843829
ABCA8,73.62365514,67.30353242,68.31840892,56.12219277,126.1642951,149.6834027,208.411689,208.5646941,244.5023453,180.7973114,114.476489
ABCA9,225.7552829,218.7815586,257.6707392,262.3094428,402.9049594,410.8068873,379.6710534,413.3343976,386.6325804,267.1959197,257.1330726
ABCA9-AS1,0.5182491315,0,0,0,1.587319948,4.295879185,1.052512634,0,0.543162763,1.610184,0
ABCB1,0,1.015632464,0.507917,0,1.016770501,0,0,0,1.0157745,0.5075859715,0.508387
ABCB10,416.9609955,345.0314429,327.2420971,304.0051523,327.1457542,311.6146423,288.6742863,315.9957163,303.8721636,358.9208191,366.2347978
ABCB11,1.89147765,2.550521767,0.5752755,3.452437692,2.271562429,2.28412888,2.408517762,2.584190174,0,4.536326774,2.329894449
ABCB4,63.51275212,21.29915228,8.165874675,7.502662802,5.993423242,3.839294011,2.948333158,5.780083456,7.684656562,11.07114129,12.53653985
ABCB5,33.72721034,34.32101733,33.74137756,38.20519323,40.13105124,42.80320267,45.54404385,55.26663733,44.99998406,56.08859032,75.618184
ABCB6,251.585572,256.185486,240.2569838,231.8523017,207.5842799,245.440731,230.5598322,267.1469068,281.1329561,280.7748798,284.7617149
ABCB7,434.2265517,390.8723165,388.4405635,374.5487594,387.7683843,375.8465218,347.064559,338.4410571,362.3518338,357.3660163,368.3389426
ABCB8,569.5156006,487.9006971,432.5521378,408.4375831,435.8736496,398.4730588,324.6270902,396.3764079,390.8048743,417.1465714,441.3866012
ABCB9,68.05248299,59.35959481,61.68773956,55.73449409,52.3747743,56.23137982,43.16491345,40.26113913,32.8392749,53.41398456,50.18479248
ABCC1,2822.142178,2510.685828,2445.36493,2594.098616,2713.317903,2688.63987,2645.742196,2759.121135,2945.201988,3048.89871,3362.328208
ABCC10,577.2406631,551.4069905,516.1559877,496.9577927,518.0415544,502.7198672,479.484944,462.6308096,438.0748602,528.625172,518.9588053
ABCC11,41.7070107,32.75753551,36.2464227,36.98441449,26.94849313,28.35925019,34.86863613,36.66657924,28.81689545,35.7704825,28.96607117
ABCC12,0,1.99703684,1.49536516,0,0,0,0,0,0,0,0.4992344605
ABCC13,19.63951339,11.15634968,12.20348346,9.653357885,8.046578657,13.08360337,5.50270516,7.607523133,6.494337944,8.55449316,7.49026592
ABCC2,11.98351933,13.97782139,13.96104132,9.981651579,14.97595,19.96501863,18.9721284,13.50068768,12.99268788,14.99787311,13.98934968
ABCC3,2016.813804,1649.792273,1557.216374,1345.413883,1406.859192,1286.572279,1214.395929,1053.16406,1236.230917,1267.783686,1463.458432
ABCC4,2249.977321,1786.931928,1812.464613,1733.612908,1606.218572,1418.140484,1429.595081,1354.610279,1337.460871,1389.867213,1416.454263
ABCC5,708.2998867,663.23893,619.0618968,679.0933491,791.2067384,815.8537799,697.0817245,760.1124447,710.077065,744.8878166,816.5307087
ABCC5-AS1,3.004013024,2.51470145,2.532558149,1.005085,0.5000830455,3.033319357,2.514220512,2.994028591,0.506008,2.028817448,2.007124136
ABCC6,31.99110531,28.53580003,22.87422453,10.23991165,14.22969925,16.51671757,14.53404147,15.26389864,31.32133521,16.26484914,27.18413121
ABCC6P1,0.5561395,0,0,0.548801343,0,0,0,0.5670745,0,1.818395,0.584705
ABCC6P2,0.5770978255,1.756301449,4.889534498,2.002146301,1.005432,2.508412481,0.4998026135,2.809114895,2.78433551,8.406481668,4.987025606
ABCC8,35.01118967,28.00412949,32.95916017,37.49434769,37.51686336,33.50464155,33.51062517,36.05913567,32.03034151,37.03918774,25.01730466
ABCC9,828.723069,727.6206981,731.8460252,862.6953365,863.2444895,988.4944408,1384.1042,1859.384874,1650.732271,1439.960184,1104.146095
ABCD1,325.5802481,311.5922104,336.2740242,319.4840277,325.6393842,339.6097242,314.1568918,307.501597,307.3372216,367.4606242,342.2767093
ABCD2,0,0,0,0,0,0,0,0,0,0.997778326,0.499349588
ABCD3,878.3242786,768.8388287,739.8181907,680.3264284,749.6404442,721.4894484,770.3264459,704.5081186,690.1143249,829.4101544,824.33715
ABCD4,265.7499106,228.4367923,237.2769317,243.6323701,266.0431893,274.4601065,252.2668414,282.7141141,294.5279508,267.2656181,288.5843275
ABCE1,2888.186452,2232.504311,1867.771541,1923.796269,1989.652694,1758.289591,1585.136925,1450.530161,1393.293916,1681.275048,1598.878566
ABCF1,1427.610436,1196.448787,1137.857913,1174.777701,1187.428087,1153.403476,1104.017071,1139.130481,1083.378582,1245.016026,1315.658516
ABCF2,1078.391024,897.3696702,864.092169,898.8239775,795.2449442,843.7648835,755.7438327,758.2019355,712.0485188,877.3670391,888.87102
ABCF3,515.4251429,462.5261469,430.3856583,465.1040194,497.2320212,424.7327936,440.6363913,431.7469766,436.9004664,491.7731634,512.8709687
ABCG1,31.47009693,31.47060109,28.45102056,39.45278439,25.98281702,19.48572721,29.48180025,23.50850609,34.49430019,21.50451973,26.99576843
ABCG2,15.04654172,19.28515432,11.26911487,11.04852341,19.21724974,15.35138169,13.01750316,9.840836209,16.23753464,10.98888906,11.03622546
ABCG4,12.13007134,10.28050025,5.04951772,5.364882763,3.540956439,5.780163564,5.51170841,4.048972893,7.081960262,7.954851995,6.069947963
ABCG5,0.499527,0.499367365,0.999057,1.49785068,4.494996758,1.49848,0.9992135,1.999598486,3.498574477,4.500415093,3.497804484
ABCG8,119.8479775,143.9886184,133.4281936,156.3182513,140.3018985,158.2183814,130.8462744,128.9603541,149.0420799,133.467543,139.9415286
ABHD1,5.012120093,0.5014455,2.521102653,2.517613846,4.039551797,2.515482058,5.011680512,5.520545615,4.043315082,8.527715964,6.04650595
ABHD10,298.9480997,239.0182585,245.0850954,253.3502011,244.4032389,233.9579468,195.4939818,212.6803791,182.6757549,254.8879361,246.066375
ABHD11,152.6943362,160.419533,138.6781073,116.4272405,122.2699428,129.8464485,124.1149467,112.2772886,102.7227706,115.2893156,137.9732224
ABHD11-AS1,5.503973698,7.49198509,3.517666815,7.52609082,6.0388596,2.5305165,4.017667798,2.486819037,1.010487,2.006082999,2.505496234
ABHD12,960.6695235,825.0169121,738.6804281,807.345229,761.2185748,797.2880142,723.9484094,682.0391746,639.2106758,797.1360392,849.627472
ABHD12B,186.5548356,190.6399186,199.7458558,208.6762561,197.8365995,210.4173746,184.2461122,193.2166333,200.8210857,220.6142073,233.9775949
ABHD13,411.9475438,344.0242717,324.176111,359.8462122,336.0151833,350.4512059,324.0642524,322.0074278,356.7830839,366.389052,358.7086282
ABHD14A,136.5103746,131.1538089,138.1542303,148.7385391,154.2272129,152.2926663,114.3108091,126.5810661,140.3868576,157.2862722,151.6911286
ABHD14A-ACY1,6.94700993,3.867488942,7.495947372,8.60630116,0,5.579650585,2.450235824,2.785133,4.998780751,0,2.73123
ABHD14B,778.5396121,648.1412304,667.7543666,692.950875,666.3509709,706.3827753,637.9763297,661.7637893,638.17977,631.845325,694.3765742
ABHD15,230.0610841,206.4337058,178.7027712,183.365271,194.5273985,200.512992,175.8060089,219.4096845,174.9627927,215.1883614,181.2412727
ABHD16A,349.1880012,274.9095359,268.8210803,272.7187249,269.3177116,304.8507594,266.5507035,327.9190997,272.0414029,315.6019387,378.3995627
ABHD16B,59.93216117,62.45614624,64.94652167,60.44144819,77.49006657,68.49577981,63.97769369,77.9873423,64.48907245,85.56247511,72.50038026
ABHD17A,958.822328,800.618771,769.1250818,850.0421042,910.0118657,853.9087662,794.2467823,791.3820596,779.5349178,862.0165429,869.811976
ABHD17B,268.3122726,228.100065,224.0151225,228.9949911,274.753328,265.0416392,313.3385638,280.4293176,254.6339441,261.0856106,235.2849804
ABHD17C,549.3628754,419.5752857,376.92351,495.3705391,557.1062706,461.7011952,364.7658996,328.9747707,292.4165474,279.0864096,282.9012746
ABHD18,374.9027994,328.8072662,370.8582537,415.7710975,354.6744766,412.1123591,378.8568685,361.6473627,344.3455521,331.8998494,385.9507055
ABHD2,2477.488008,2083.99683,1876.144787,2203.251688,2080.356357,1964.162155,1935.509608,1993.784784,2086.736929,2373.128599,2387.46525
ABHD3,148.3245846,115.5254222,89.94798695,70.94445243,75.89024705,68.397404,44.83615474,68.90038837,54.37492785,54.86250902,53.97360585
ABHD4,1226.06014,992.9519158,1227.147444,1250.83418,1223.987436,1211.594664,1104.685377,1339.855237,1608.996643,1599.683103,1720.378223
ABHD5,852.3851829,711.1694232,727.0677753,683.6059537,748.9622816,722.4413017,687.9877788,637.8531637,764.7322595,891.993953,893.9666
ABHD6,121.5820329,127.4956618,101.5402758,131.1370321,116.1615861,120.8913313,145.7958687,109.840083,140.7512424,178.3229384,189.2351058
ABHD8,171.7979804,131.385057,145.3381353,153.8287755,170.9203256,158.9422809,151.4370183,170.4834234,197.99453,186.6081437,189.9901556
ABI1,1678.613559,1474.327831,1375.366746,1519.866002,1654.253561,1844.138632,1481.164712,1319.341632,1287.808897,1439.19459,1418.090943
ABI2,2260.530739,2056.084326,2053.507232,2141.331738,1952.297465,1989.316114,1827.236366,1798.316262,2020.269964,2087.435949,2152.021222
ABI3,2.092815663,4.711799777,3.141347331,1.768547543,1.047752042,1.571391942,0,0.523757771,0,1.049043165,1.047435872
ABI3BP,1798.616118,1763.739599,2065.107082,3292.022944,5477.720665,4890.837733,3633.371687,3475.301729,2314.915009,2711.736212,3085.364154
ABITRAM,222.77384,196.3417887,174.3284576,197.2954677,210.4399679,231.4532279,191.9441183,191.4793841,170.4930876,203.1306258,235.4768019
ABL1,3417.878607,3025.315039,2979.064942,3353.733883,3729.149539,3468.549998,3432.729451,3226.749967,3217.509759,3144.117389,3049.256974
ABL2,4578.826772,4220.58868,4368.641938,4630.894865,5039.283636,4260.251782,4667.746111,4336.597839,4058.950698,4028.062782,4369.706265
ABLIM1,56.00349704,54.85638153,49.79780456,46.77087628,47.12416106,50.42994906,61.73771579,55.52536605,62.50507431,93.4592917,140.5568396
ABLIM2,2.077217375,1.955134441,2.566905879,1.832160774,1.705760985,5.212806265,3.397576935,1.840486849,0.51990903,1.03902031,1.318315064
ABLIM3,1047.77609,890.5484035,792.8648836,843.5687985,861.0286729,919.609886,802.7895509,959.0604586,1037.637208,1198.001464,1345.67514
ABO,202.3505447,204.6840288,202.8968525,191.3508784,203.0253783,231.3817551,168.8892887,179.0587398,180.6515719,176.6552707,185.2655866
ABR,2215.525847,1874.783886,1981.775818,2051.875885,2069.336085,2342.195097,2303.832877,2506.609885,2420.866967,2478.547054,2569.299805
ABRA,43.76883616,60.57259637,60.98297634,58.4907989,80.51551216,76.68031647,56.49610095,51.79781649,55.51543633,44.03068687,54.49939989
ABRACL,203.4245493,168.1766747,142.5165078,142.1534448,143.8567722,128.7567047,93.66935255,71.96502317,76.06855538,112.9666739,117.7254389
ABRAXAS1,289.3768611,260.3923955,288.9371241,283.1546975,350.8273296,343.3542758,294.4422374,253.3672726,241.8974337,283.8214919,222.0341675
ABRAXAS2,454.9343665,419.0073538,378.7904652,426.8716687,449.546596,469.037937,391.6410632,378.4946466,397.3472429,394.5543849,440.2820204
ABT1,314.1129118,286.162253,243.0325285,272.6010265,241.272019,229.786758,219.2995286,211.4959586,196.4231438,227.0205269,215.8820917
ABTB1,191.3992757,204.3241718,246.1062411,216.704062,231.3965203,268.443408,265.0779533,292.5631909,273.1564682,293.1738392,290.0343819
ABTB2,159.2709429,151.7489914,128.5994925,133.2777596,141.4239602,114.3830492,125.356039,105.9649626,127.498433,157.2258213,181.2893232
ACAA1,353.9031713,282.1807007,325.2207065,333.4014158,394.5900659,354.1946477,313.3460469,297.9217671,305.373584,379.4786069,377.5049291
ACAA2,796.4431128,659.0925984,609.1883986,625.4417775,619.4655674,599.1713181,619.9999976,583.6195734,670.1595438,814.5428018,738.0582365
ACACA,3896.860749,3517.51836,3727.454295,3323.530992,3266.815735,3257.240904,2559.063586,2763.493302,2214.420206,2392.21385,2475.002995
ACACB,162.0232984,159.2023149,145.0354208,151.0230113,147.5021957,151.6667942,131.3002608,196.323311,200.796811,129.1383931,165.9915214
ACAD10,356.8174601,271.5913456,294.9031412,299.7380097,344.1919714,333.0261231,254.7990959,289.2042043,256.5546007,260.7698161,276.2981571
ACAD11,588.9457337,515.0126951,658.1176119,715.9925904,798.3543959,949.9563088,678.0765435,732.2603024,666.6060447,635.9063575,712.3135366
ACAD8,199.2699557,178.8291636,179.2560223,205.2535208,192.3921897,199.3935127,178.8964693,178.9817699,198.4582819,199.0800215,185.9510159
ACAD9,594.1120028,564.7206721,568.1766256,528.4742769,530.5058648,499.3452663,409.9238116,444.4750114,409.0474416,433.696564,502.5601756
ACADL,2.994886832,0,0,0,0.4992105,0,0,0,0.9994679995,0.999292893,1.498917849
ACADM,413.7482512,332.0363468,299.4411883,294.5550896,324.7640203,317.7514492,281.7598819,286.5689773,289.9763674,284.2692432,291.7518154
ACADS,90.92482707,69.03846927,56.43880393,60.45177257,68.97167299,76.46941507,59.48362839,64.49543282,59.53044125,68.03280872,66.50995455
ACADSB,898.9666173,856.111393,830.0312736,899.9195738,990.478036,957.637105,902.6431164,771.8933084,827.1360296,783.0655787,840.6903968
ACADVL,1545.660482,1353.334101,1035.72937,1349.166924,1374.443082,1259.387441,1205.86861,1133.444394,1432.31538,1786.11737,1853.636397
ACAN,2152.87111,1452.841731,1390.925584,1561.430848,1189.245165,1528.805067,1795.645975,2837.903029,2419.736795,2302.967356,2364.668138
ACAP1,38.453065,46.45098228,33.44847114,31.45807669,65.44985344,63.45183709,50.96396375,56.99582577,78.97710542,62.0265965,66.98242319
ACAP2,2659.011001,2314.484561,2409.855925,2489.488376,2660.095177,2711.312083,2571.334639,2498.436982,2572.644355,2695.849517,2750.125411
ACAP3,524.8194602,475.8701744,437.573903,505.6702007,472.9318729,433.4494517,395.0497628,397.5201942,412.7506071,435.0788007,469.2065008
ACAT1,514.5107465,394.7928411,438.8597548,476.1586094,521.1224652,480.1396932,452.0298182,399.4272734,319.0326176,444.9830507,425.5781223
ACAT2,597.2796256,485.7148548,523.1265115,383.9810908,225.5367137,218.0113277,135.8279907,121.0677664,75.61913785,113.2681837,117.9125132
ACBD3,1942.146872,1568.164661,1625.495974,1623.470908,1637.853471,1573.273764,1436.303935,1278.710698,1387.238963,1593.757844,1644.034831
ACBD3-AS1,18.43361321,22.42255873,24.22740604,27.06333154,36.09585217,23.08465029,16.23303494,13.258064,15.76889387,12.55348673,13.90534064
ACBD4,117.8847602,91.86713778,96.26611512,119.1697188,118.8832984,113.2888263,96.86793,110.5963175,99.91138991,112.0193079,111.2245164
ACBD5,682.0700072,611.0283283,614.6583678,626.8073848,693.4457815,746.6396464,650.9098563,623.1844107,626.9602329,734.8391386,709.8891236
ACBD6,475.0928757,420.8648712,449.6441783,444.3275291,448.8426076,495.4439163,397.2029904,427.8862352,416.6981463,459.1294287,485.7764183
ACBD7,511.4381996,408.0932068,478.7630437,482.9761754,476.9318776,453.4037236,430.0938682,450.7376491,465.6218672,434.2415017,429.7237913
ACBD7-DCLRE1CP1,0,2.66103941,2.663476,0,0,0,0,0,2.669323192,0,0
ACCS,155.9817733,158.5803931,202.5793295,190.6938565,197.5527534,243.8298821,189.0476056,185.0111212,183.5782086,179.6013829,214.051892
ACCSL,0.9999355,0,0.499755098,0.499745968,0,1.000772,0,0.486412,0,0.5006549455,0
ACD,263.8196867,199.1020732,171.66805,177.6466662,181.8175323,184.0491558,152.8691634,139.7575533,159.4706814,173.0455818,142.4791856
ACE,309.0490351,278.5880198,273.9021697,272.0808621,175.4359788,151.7291634,137.3953911,190.5013683,162.206619,244.2666465,207.2975164
ACE2,0,0.5018200475,1.503315218,0,0,0,0,0.502383411,0,0.503227,0
ACER1,7.787852939,9.85617538,7.385855557,8.46122429,9.491607005,6.871295336,6.815784443,9.645494173,7.479305582,8.30642538,3.130070761
ACER2,36.95400758,27.46856642,26.95263134,33.45249695,36.97067956,28.47605081,41.46484753,33.99905959,46.48359738,50.50405225,64.95900608
ACER3,1093.984922,871.358983,806.701101,771.7637472,737.3081787,705.8318324,607.1471564,580.8941614,598.2011722,681.2427248,634.2181599
ACHE,0,2.866434308,1.575423319,1.18193081,3.449097306,0,1.576801409,2.022296597,2.671015346,2.042825289,3.104838127
ACIN1,2878.066838,2476.940931,2355.908102,2414.71322,2487.23816,2440.109355,2144.532063,2157.858219,1998.980786,2152.067269,2198.317074
ACKR1,1.005894647,1.511107513,0,1.509989242,1.511282942,0,0.5031589995,0,0.5046995,0,1.00786
ACKR2,89.16912019,64.80615634,63.75168277,74.16564747,69.19945612,70.82830108,75.25342786,87.22515296,70.96568641,74.49105122,74.44245898
ACKR3,537.4381106,373.1675194,333.1992023,277.7053557,234.876127,259.44019,623.852653,855.4323304,1440.792237,1205.238635,1422.653839
ACKR4,863.3172958,754.7481589,1174.533492,1622.644136,2282.970478,2486.958519,1935.003862,2361.23475,1313.89053,1115.060262,653.8561153
ACLY,6618.740034,5662.25472,5444.506663,4926.635291,4772.510581,4479.832463,4075.404366,3828.289423,3300.001072,4402.279521,4375.555225
ACMSD,5.003499523,2.529079,2.5312635,3.543073124,5.928493419,1.927144,3.522855305,3.416816505,7.090602297,2.989623419,3.876345574
ACO1,2325.284916,2022.983614,2084.00659,2248.16971,2264.674285,2407.101712,2145.647381,2258.630074,1943.587938,2275.188048,2127.593992
ACO2,1244.135902,1029.914877,948.7545865,1048.214273,1047.806471,969.198401,942.5393095,978.5459235,937.4715842,1014.957651,1104.164797
ACOD1,0,0,0,0,0,0,0,0,0,0.5007395,0.50041
ACOT1,143.7684891,143.9532314,148.8806432,169.2532647,115.6249947,150.4721842,147.5315419,120.7606586,128.4753074,172.6169329,154.4456256
ACOT11,703.8236507,701.7449783,668.0703203,697.191157,637.060036,688.4998042,556.2240955,605.0141431,599.1036437,629.971425,606.6100013
ACOT12,0,0.499358,0,0.4993075,0,0.499717,0.499447914,0.499721437,0.4999575,0,0.4995514705
ACOT13,259.5557589,260.1124411,244.0849703,234.5957395,288.5269785,272.6147625,240.8660656,262.2770512,245.1935514,300.657028,319.0142197
ACOT2,273.3344274,211.5332629,245.0489037,269.4455071,221.8384383,213.4651802,268.7160557,245.231269,219.4157171,272.2613953,264.0990544
ACOT4,24.47384109,21.48712056,18.98969341,18.48341037,11.00042456,10.49867597,11.49719713,20.99612025,28.00529455,34.52965962,36.8665087
ACOT6,2.693888649,2.869019725,3.482521679,1.692509018,0.7847995,2.305716916,0,0,0.544325,2.536127677,1.870661504
ACOT7,625.7772518,516.5977023,360.0383157,386.5832586,336.877346,313.9831137,282.3763812,264.6635157,219.671037,365.6449485,368.4199558
ACOT8,132.1561757,118.7538503,105.7314515,124.0677983,128.9645012,113.7193231,115.0218009,124.6613079,113.7143021,154.8916628,137.6919466
ACOT9,996.8053095,857.2715171,877.2587555,886.2044758,839.2166012,802.0334153,729.7933361,752.9898872,715.239294,839.1486965,890.4797865
ACOX1,1231.486157,1068.825532,1129.746202,1195.722345,1237.342966,1228.718989,1100.057077,1185.121249,1151.886018,1360.843712,1425.29899
ACOX2,203.2680191,209.7926349,220.2025554,249.6898347,247.3334257,220.3694353,218.8665155,211.9910144,210.4560775,264.6228402,227.4504452
ACOX3,469.8570909,367.5650793,378.1625791,393.9207873,409.5859316,383.7467365,370.1510442,341.4690804,358.6094466,377.0580702,443.4876845
ACOXL,104.398864,97.7266099,93.63500599,120.2112096,104.3631502,99.9479097,110.0301445,108.4965531,116.4618915,102.6783007,116.0055466
ACOXL-AS1,0.499391,0.998577471,0,1.497362492,0.999601998,1.497972492,0.499408209,1.499471168,0.499833083,0.9986501585,0
ACP1,925.8439633,827.8991362,798.604844,838.8270792,854.5827584,867.5295316,784.9330058,782.8715268,759.8526846,850.5536777,872.7470608
ACP2,520.9235394,499.6393338,448.7788026,466.0898112,440.9619609,409.4367578,435.9390672,460.8836946,450.0412329,606.2729039,612.7899469
ACP3,20.01868531,32.12180936,22.14424531,24.01319489,23.48810997,32.46261064,15.69042145,24.11340654,19.00601416,18.70689445,26.09650713
ACP4,16.48007106,21.99215314,12.50452344,14.99124389,19.00763889,6.000548006,9.504485587,5.49825033,4.999357402,3.501452587,3.500510805
ACP5,28.02043918,26.9854401,45.11076474,48.26900227,20.3995763,41.31432508,33.79649771,18.39529773,12.86654279,24.20588251,60.6539411
ACP6,211.4842956,190.6576811,236.829955,201.6750682,171.5416694,147.8589826,151.2240329,194.9260036,183.5776771,225.673938,191.6966646
ACP7,92.5176817,77.50790752,91.6783618,88.55787934,72.606041,85.24673936,62.6380855,80.33501846,69.42865731,74.64932622,60.45085519
ACR,0.498911829,0.499165,0.999209203,0.499237797,0.9994124065,0.500259,0,1.498669621,1.498501389,0.499786,3.997855135
ACRBP,3.994001378,2.997460117,1.498088504,2.497482682,1.49992149,0.9994022875,4.49800851,0.9998430395,3.499220038,1.500875396,0.999491765
