Gene,21.21 Days,37.33 Days,52.96 Days,68.08 Days,83.08 Days,98.08 Days,115 Days,134.96 Days,157.92 Days,180.88 Days,202 Days
PCBP3-AS1,30.46078169,35.45467126,36.92432657,50.41626072,39.44571837,37.44927601,27.46805964,22.00163491,23.48240437,12.50564983,19.48674972
PCBP4,862.802229,643.1351181,604.4830619,641.0848368,669.6870263,593.5581843,521.7547853,498.1197597,486.5646192,613.3157752,678.5147312
PCCA,327.0490728,325.8558196,297.7777976,311.9343262,314.6966928,309.3552496,280.2857289,254.3218993,224.8286522,257.805728,234.2421822
PCCA-AS1,59.11004708,60.21232627,50.48465247,56.31333039,50.36500601,44.33947278,46.29083778,34.41070544,37.66683101,26.10717689,39.67245282
PCCA-DT,68.36351663,63.36512535,71.25232159,55.36586845,71.06190774,58.55138024,58.47799941,64.0500895,50.96332425,63.07872552,65.0114553
PCCB,412.6137539,362.6498814,342.6188144,408.3560993,390.0354898,361.729973,274.0780079,283.0795215,264.2920523,314.1106526,312.2893973
PCDH1,19.16751413,20.38602874,28.53748652,22.45738799,30.5599694,35.33055505,50.66272737,75.79518775,114.0617821,118.2685634,115.3282953
PCDH10,19.65793468,13.30455282,8.669144805,18.52445178,11.52628587,13.91683429,24.72042614,14.59198651,19.51286472,43.15745656,40.77532198
PCDH11X,3.495215863,2.995176982,3.985455485,4.492113563,1.996846207,1.498015032,1.498117182,1.500393694,3.01594759,3.493622397,2.996973935
PCDH11Y,47.10830508,45.24199648,44.16832386,55.45459014,52.47460525,53.82099649,39.66383426,46.00674947,47.11900053,39.13743998,39.08267981
PCDH12,24.46578765,22.96335723,13.95848021,24.45410857,31.94802985,16.97141446,31.95179642,23.50396993,29.97197953,22.99870097,23.48220552
PCDH15,38.82274076,27.54781432,46.94048502,50.34663497,62.95839049,41.73032132,45.6699679,36.46929529,29.48633697,19.0058015,10.71116285
PCDH17,5.991577518,12.48234474,6.98217193,4.491086294,5.48723445,7.486665318,3.994253954,5.000019889,3.498033308,4.995805611,3.497409262
PCDH18,5069.1944,4192.047631,3727.439743,3893.81099,4467.530125,3988.717573,3223.358318,3310.106517,3181.25702,3437.868776,2972.407057
PCDH19,12.82204819,3.498164464,9.9746374,6.494296245,9.46283789,6.49901538,2.999002887,5.00449669,8.503801505,6.005424704,16.50027052
PCDH20,0.49926811,0,0,0.499197369,0.4998746035,0,0,1.000007207,0.5000766865,0.9981144615,0
PCDH7,134.9478816,67.60415325,70.29909001,60.58784032,40.83432332,54.72784841,48.62088254,35.55892048,50.05006795,33.82307501,30.37102064
PCDH8,0,0,0.504333,0,0,0,0.5043973085,0,0,0,0
PCDH9,289.9899974,209.0965974,204.6383678,232.9403008,275.9006723,377.4669777,242.5412181,409.8825174,409.489672,494.9148942,478.6344556
PCDH9-AS2,0.499535659,0,0,0,0,0,0,0.9965275,0.50525,0.506564083,0
PCDH9-AS3,0,0,0,0,0.5056425,0.506429,0,0,0.505979,1.4952095,1.004841077
PCDH9-AS4,0,0.5036405155,0,0,0,0,0,0.9979270195,0.5064935,0.4968955,1.5071695
PCDHA1,1.2866405,0,2.1813515,0,0.935974,0.8601125,2.6935365,2.302649,1.4840645,0.966787808,0
PCDHA10,178.5731117,147.2365895,136.7367769,148.4150878,155.1022735,156.1121521,136.2011896,128.1853708,134.6237655,134.1651663,143.2132674
PCDHA11,0,0.7751166635,3.049994453,0.0000000855,0.7511117085,0.72734,0.7539862635,0,0.7755735,1.056704,2.391659524
PCDHA12,0,0.965138,0.9116065,0,0.9111235,0,3.697215194,1.05117616,5.472708305,6.81009663,9.158696975
PCDHA13,0.6746935,0.674603,0.673858707,0.674389148,0.675195345,1.809733011,0.674684551,0,0,1.705223196,0.7024790005
PCDHA2,1.511593893,0,0,3.022677425,2.15444392,2.910077606,1.588905132,0,0,0.8062104095,1.743728769
PCDHA3,5.442063762,0.8149505,3.224157879,4.837119773,3.2247825,4.03326,4.839735101,2.502221661,0,0.806904529,3.361652823
PCDHA4,781.6910409,709.9771321,695.4563049,711.0762367,723.4167023,791.9641176,680.4908089,665.7867425,756.1925592,655.1121732,712.6356096
PCDHA5,3.219171596,1.415782561,1.404771,5.616527501,0,1.404985158,2.1077605,0.702775946,0,1.124734391,0.747359576
PCDHA6,7.254272657,0.677912,5.999048236,4.182704279,0,3.353869,0,2.73158357,0,0,2.975350139
PCDHA7,0.866548,6.514568109,3.642648,0.7470555,1.8046515,1.662138,0.7149588145,0.715653,2.146262905,1.430813061,0.715688
PCDHA8,0,0.743304,2.548835072,1.2766685,3.717161271,1.487036935,0,2.976519,0,0,0.78380334
PCDHA9,50.10544464,35.01142721,41.03773138,52.78644708,47.91830899,49.48159446,38.14794319,37.11730596,42.1314673,36.39327769,36.00419826
PCDHAC1,2.620731094,0,2.596980738,2.598424946,0.867246907,0,0.9317967285,2.969066563,4.638494698,2.447938969,0.866598831
PCDHAC2,5.144638198,0.7349129935,0.73513,0,0.7347045,1.470521956,2.205826,8.27836715,5.148938424,4.694888122,5.14757601
PCDHB1,0,0,0,0,0,1.000092399,0,0,0,1.0019255,0
PCDHB10,15.01767887,12.34884393,16.78896499,21.65152132,41.73946592,65.21558875,67.68643788,82.64532256,79.69631438,91.05314747,96.38434403
PCDHB11,44.17178422,43.64431228,43.6969267,53.39419181,50.84381774,56.60692699,59.47277772,61.49452824,57.50838336,59.44568182,49.66069947
PCDHB12,5.059220853,8.026935265,11.08339738,9.661465026,18.22466898,24.28143636,28.90146453,42.24724171,57.67709884,49.76881203,55.58018299
PCDHB13,111.8890905,119.1466036,121.65522,128.2950073,133.9709626,184.7533518,225.905392,266.6235413,340.4064784,385.1504777,379.5404871
PCDHB14,30.9611325,34.59512182,44.45068754,52.01000971,61.90488139,97.01533528,115.9379828,160.5776509,207.1467061,247.7229657,213.3260526
PCDHB15,12.27286069,11.52081201,16.51227618,17.99151394,20.27834822,21.03136726,21.96114826,22.23610564,17.51221827,31.978811,38.1451749
PCDHB16,62.33585509,62.33556722,66.32048393,82.35494999,84.95995158,114.8041802,88.66315935,100.4309943,123.6144175,133.6785551,146.639239
PCDHB17P,0,0,0,0.517381,0.5228555,0,0,1.0100515,1.038234998,2.204173788,3.408024124
PCDHB18P,7.489760738,7.490902189,9.018619751,6.52277006,12.65522818,10.48914429,16.5457988,12.52327785,12.56061631,18.54366973,30.60853325
PCDHB19P,47.53516942,63.36815484,49.23076508,46.84460851,47.50264029,59.6067018,57.26843431,58.57250733,57.91224338,49.15596879,64.13406677
PCDHB2,21.50764816,19.91477654,22.86661235,17.35612565,32.08992086,53.82679151,72.74640879,113.2963201,140.7020734,157.69795,156.3827002
PCDHB3,14.48086045,5.631805264,3.494217951,2.682829948,6.702511404,1.500396232,3.044439334,7.266342306,10.49845472,9.878009584,14.40578788
PCDHB4,8.201236056,4.993504724,3.989455311,6.489223606,4.126307987,5.53571484,9.30983252,16.99842742,10.04169332,10.91957082,16.03977597
PCDHB5,13.98303455,12.98355798,18.57552939,11.05385377,13.03641397,12.5958794,20.07554464,32.74197127,46.82982168,37.09692235,41.14798027
PCDHB6,6.274108792,3.015732918,7.586385472,6.272927728,6.275952763,10.76641498,11.05236248,8.91506059,3.680386094,9.58144729,12.09056291
PCDHB7,10.48666517,11.98419815,18.46449587,17.97034402,19.97902474,29.51957007,20.99799458,37.99349683,34.60085947,37.6144916,34.51351851
PCDHB8,4.303211407,3.345454944,5.300814946,4.010329966,7.040804828,11.19644763,16.36025372,16.65198473,28.32520797,37.19335885,40.23257075
PCDHB9,28.20981447,27.26475223,50.65881886,40.45175214,47.46488471,68.66571551,74.15243868,81.92752558,110.3857736,145.111476,145.6361248
PCDHGA1,42.7746799,36.15504562,43.96753617,52.47835278,47.65583674,51.54156335,79.17929284,51.33510539,60.24048607,78.20284395,67.38886926
PCDHGA10,339.9370914,306.0223724,414.2227971,369.675751,382.5547712,396.7731086,362.3810781,451.538107,457.2277596,460.4994251,375.5520487
PCDHGA11,618.2978182,543.6260919,605.2119978,766.0232955,808.3047169,805.8473489,781.9560644,838.4799958,799.6403379,937.9880012,931.5417967
PCDHGA12,829.009002,727.8581868,742.6927613,896.0758682,968.114837,914.2555189,612.0777431,697.0223159,620.3172257,704.3105825,691.7641857
PCDHGA2,151.4976511,169.7414991,173.8444733,180.7244648,199.7425422,224.6328944,176.5844846,166.8143197,180.2784845,222.1668137,307.2852634
PCDHGA3,75.58022299,73.38287152,79.56927576,83.37232973,78.27262621,83.2226994,92.39167575,68.57968145,71.6373148,71.9145046,134.0338651
PCDHGA4,145.0897464,196.9283597,262.9040247,328.4881511,461.674678,581.8308208,702.9614026,659.1035547,815.1924206,920.9037499,1073.377951
PCDHGA5,103.9764814,90.99073454,110.9647388,118.3249298,169.8936712,156.7220165,142.4102862,151.5375349,132.8571881,108.9573459,127.414576
PCDHGA6,182.8738438,198.1133549,220.1359147,206.7680404,199.2779898,209.0255858,191.6603319,152.7397758,172.0777574,182.4718221,196.0694725
PCDHGA7,173.8956901,160.7911041,223.9256783,224.7112151,290.3169135,264.1680348,232.6960309,256.9571535,310.2447831,354.3285676,291.8660258
PCDHGA8,101.207091,95.95190263,114.2307179,122.5516034,158.3746442,148.997342,132.2142221,128.3432355,134.29261,156.4734618,148.1988599
PCDHGA9,256.8967213,232.5607258,229.4037514,216.8448565,247.259697,248.0279505,285.3156178,326.0800464,328.5558812,325.2339562,360.5425725
PCDHGB1,48.07941484,43.89762864,75.70371087,86.71716699,128.4712209,145.7997853,169.9065496,138.6681788,174.5896333,169.8216042,160.9205797
PCDHGB2,175.2104149,196.8130133,242.9194419,248.4798929,416.9729346,474.7592022,479.7855791,348.7050375,295.8752883,329.3211813,328.8844685
PCDHGB3,147.2848142,152.0851109,206.8408477,221.6436509,212.7913142,227.4438409,186.0685364,168.3550617,181.8693354,173.6439889,190.0800545
PCDHGB4,379.3663304,414.1791726,450.3690675,475.9448916,667.4759447,603.1656447,588.4018079,550.1790221,679.6145876,845.751346,743.1206539
PCDHGB5,752.9148264,745.6270559,744.9875783,773.6808289,835.9220567,771.9792083,613.4223431,490.3763079,441.032543,552.3141657,587.1752256
PCDHGB6,221.5207349,253.1236917,247.8447293,231.0078241,230.3827496,183.3170075,185.3022784,177.4275848,137.1783477,188.0915687,151.8800349
PCDHGB7,578.2957788,533.4994187,599.6579713,669.1927821,758.4649147,795.4491033,694.6506371,897.1289285,872.7152505,912.5095255,770.128029
PCDHGB8P,54.43913614,57.45350858,69.42899971,90.40254851,87.46756462,88.97319022,76.96788503,78.49091644,70.49958441,71.04172299,80.49618514
PCDHGC3,3027.818809,2566.726114,2376.768804,2918.200903,2606.002269,2508.692669,2242.126626,2542.49247,2259.783108,2326.946914,2009.811123
PCDHGC4,102.0288337,92.2900128,91.21050885,100.1438607,119.3100155,114.4376001,100.4855023,105.3491574,91.64648965,105.2932866,85.07471167
PCDHGC5,100.788314,98.39983123,95.9870831,140.8217379,135.5795951,119.9105376,113.9015209,116.6435793,117.340655,108.7818104,120.8178122
PCED1A,320.8916175,292.8399476,335.9236415,320.4953393,314.2561311,353.4743604,316.5315703,373.9764318,352.5003519,302.331781,297.1202956
PCED1B,130.0262349,134.743041,151.4290312,151.6478694,143.1900093,161.6878397,154.8675087,145.8949199,153.038247,224.2639175,211.913641
PCED1B-AS1,93.8277955,84.26210952,77.61351552,92.99889961,96.4821822,77.1097574,94.75930734,80.69845095,82.5087988,86.856937,89.07907279
PCF11,1127.886254,926.9177252,956.242764,902.4989175,893.2996573,877.7936457,875.6244225,920.6164921,849.5444421,918.0328692,832.7887059
PCF11-AS1,3.504954372,2.026425707,2.78456153,3.990988894,5.606496018,4.611917109,3.685469749,2.756269668,3.383465262,1.936227873,5.915695472
PCGEM1,0,1.014871279,2.091455791,0.4982285,0,0,0.997388072,1.643980393,0,1.502005879,1.493711618
PCGF1,138.9213403,121.5747158,126.7965915,123.0684318,134.2715064,134.2748512,115.7045089,125.9532958,107.0622156,112.3323552,116.156843
PCGF2,1006.214056,871.5097936,876.915202,969.2490218,1065.873107,1020.786451,887.3880032,1006.545185,944.4090954,971.8802994,895.7436104
PCGF3,1415.984793,1192.387784,1229.93996,1314.628318,1415.576861,1352.031082,1292.85029,1308.044204,1378.731713,1353.171076,1442.610417
PCGF5,2662.048076,2409.047457,2064.31072,2352.445763,2369.539111,2172.535203,2278.588636,2056.146856,2354.989635,2652.766362,2738.180086
PCGF6,238.3080631,172.0326217,168.9728402,181.4621117,222.961617,233.6203733,213.5082205,159.1595336,173.1586017,193.742246,182.1331192
PCID2,725.6148087,641.2840856,605.6154387,620.8727807,574.4310897,622.8142271,487.7640707,569.5511751,559.4887461,604.0857897,580.7075709
PCIF1,597.7738168,520.4207268,479.1581475,515.2818997,496.1089926,440.62563,367.7022342,408.4795222,435.351054,397.0906526,399.8360905
PCK1,20.49358124,17.48537977,32.96400874,21.60270275,18.40870762,18.35475347,23.18080737,17.05683924,22.38484582,25.47973395,23.4291247
PCK2,1638.439033,1401.095703,1481.937328,1455.113621,1465.451346,1400.338128,1215.976539,1134.257775,1392.027104,1308.355524,1357.838938
PCLAF,392.6200704,331.6240244,220.6636625,255.7323214,189.6583545,172.8811189,109.3009993,118.8749807,90.09837542,97.89680415,74.9911024
PCLO,3.315402238,3.047271708,0,2.031540703,0.508633762,0.5074035,0.508201494,1.526798736,1.524623306,6.600002425,3.557738812
PCM1,3549.10341,3014.782896,2860.561773,3121.614447,3057.87437,3082.405524,2693.726116,2728.887847,2613.239522,2677.771658,2854.136092
PCMT1,988.8426364,874.6359265,732.535888,721.8506534,778.233421,704.3239955,692.7542634,635.8986267,658.9000332,765.8211518,794.9967
PCMTD1,937.5285798,913.7081545,1119.716584,1070.938235,1431.168059,1578.873266,1522.261824,1573.032194,1535.967879,1524.783834,1508.784783
PCMTD2,653.0234344,598.0947507,701.5488424,673.797138,809.7428309,824.0039672,705.5961305,743.2223154,710.3998075,655.3533018,710.5103085
PCNA,1268.524712,975.2528025,673.3902032,719.6756333,734.2327877,602.8852466,501.7030254,583.7883207,448.5807927,568.2352291,530.3474638
PCNA-AS1,69.21144589,55.27269744,47.18627745,40.76984785,30.29488107,29.59009646,26.45286957,32.03587933,27.8988773,33.34365717,48.7714595
PCNAP1,6.49338971,2.498998979,5.501864149,5.99805655,9.014217286,8.519170776,12.52253946,9.992104684,5.009618173,5.998058737,5.505762333
PCNP,1982.71726,1674.409582,1562.651287,1681.294478,1877.180224,1819.425777,1841.022497,1827.492643,1912.005338,2102.949767,2062.329428
PCNT,1469.200569,1231.562079,1084.879516,1057.671392,1112.470771,1018.093028,940.233611,970.6392128,864.5609238,902.9948838,890.8740957
PCNX1,3281.170351,2917.906602,2788.289406,3025.972681,3425.877363,3364.78613,3233.613007,3328.95905,3136.604949,3214.719143,3374.694728
PCNX2,688.5274987,601.0606303,698.5018711,683.1144992,645.3094626,723.4156858,563.8142591,649.981953,641.2718341,633.4426602,734.3607055
PCNX3,1964.604904,1641.473531,1566.796759,1719.77438,1694.908354,1587.972662,1452.444508,1460.033832,1497.025119,1548.595546,1725.031988
PCNX4,2974.809699,2488.038246,2584.039031,2599.156484,2603.597859,2665.642839,2534.457208,2582.601758,2524.517321,2989.105043,3119.780464
PCOLCE,8465.426886,7595.158548,8376.917177,8696.922416,9816.863417,8635.258188,6706.908085,5867.693284,4680.936087,4774.100821,4667.440326
PCOLCE-AS1,37.32398158,36.3226904,33.95527667,30.22962649,36.3556431,33.26566956,36.82528392,29.21109296,19.59806158,21.89837182,24.81507226
PCOLCE2,64.43399791,68.44498777,50.94771723,70.92459399,67.49197675,57.47333253,67.4630272,65.99008026,68.48736846,108.067987,139.4743752
PCOTH,26.7137054,31.0849005,39.0917064,40.3489394,47.35675844,63.3913334,49.73960045,59.52575245,46.6779867,57.98912677,42.66918716
PCP2,9.859292455,9.85684301,5.624760955,7.054970229,9.208117105,4.907774922,1.728370574,4.25344016,3.4659485,1.293936042,5.942050577
PCP4L1,0.9987686235,0.999276,1.9999425,1.499164669,0,2.001426703,0,1.00002636,2.000861886,1.002360537,4.502273809
PCSK1,56.08999969,49.94403574,68.27978963,65.85768872,89.81264457,67.5855662,76.8006152,76.12921887,80.54870531,78.98804276,88.0505579
PCSK1N,0,2.000269678,2.001765799,2.499784108,2.504507579,4.002762668,3.004390325,0,3.000429033,7.002789159,4.502076419
PCSK2,0,0,0.993513145,0,0.501597,1.00379,0,0,0,0.5036035,0
PCSK4,17.47833782,18.47955656,23.46145085,22.96788252,30.46793671,24.47889831,29.97516724,28.00005344,35.48685697,22.00597908,38.49054379
PCSK5,170.6463832,128.4947536,131.7930744,140.3078376,115.7898785,121.9756429,114.8154943,133.0811857,154.1226464,152.2353058,158.5097829
PCSK6,13.15249153,9.97017275,9.071545419,9.44794954,3.999612236,6.415131507,6.315780478,3.361255181,2.849931112,2.1818635,7.814875769
PCSK6-AS1,16.95909376,20.90116185,26.88715907,26.78737181,22.68972417,26.23688985,18.3754435,19.30394588,22.11589009,14.54320099,17.63083463
PCSK7,837.7679439,765.887397,782.8617049,800.5824016,881.1848896,819.0339077,862.3900136,901.8721051,730.4040513,863.9759109,863.259387
PCSK9,97.3226538,89.11857145,104.9127756,39.03848625,18.94037672,21.80834822,11.08404145,10.34626269,7.925969174,3.732209113,3.247209982
PCTP,166.6683312,135.5517892,124.6560902,118.5984226,134.8620894,138.968142,111.7617274,97.31046392,90.08531695,97.8338422,100.3243942
PCYOX1,2374.861143,2277.546238,2472.862194,2633.005296,2853.056195,3167.127316,3008.292484,3196.287128,3066.144398,4161.675428,4338.871333
PCYOX1L,103.5466839,71.25249629,73.45481959,89.11142015,82.65374171,78.75239992,65.79069778,63.84251636,62.33057787,57.88317036,75.79332864
PCYT1A,1769.400454,1556.414856,1609.619284,1708.514812,1771.868221,1900.127081,1773.096572,1860.505513,1749.176146,2097.430153,2252.103293
PCYT1B,46.55721058,44.08020485,41.05605657,43.589903,44.65306352,33.72131958,31.44443516,35.85928589,35.64044002,35.27572592,46.18480335
PCYT1B-AS1,0,0,0,0.5240672595,0,0,0,0,0,0,0
PCYT2,761.5996929,707.1387357,755.8427328,612.0212334,508.0623404,516.607771,344.237391,343.7240481,238.4539446,316.8926601,386.78746
PDAP1,1287.31847,1091.939203,978.735719,1005.189667,1130.38038,970.3851656,881.0215026,860.2410167,860.2323472,947.6021215,890.0465225
PDC,6.138815677,8.577190145,10.06960633,9.612277841,8.842369539,17.04872735,10.09367407,11.04561688,11.96005918,13.36614619,11.09620867
PDC-AS1,2.001071455,3.504340781,3.52441788,1.504525964,6.532268886,4.031037658,4.021111518,2.492694483,2.50363029,2.489529,3.00976227
PDCD1,0,1.498558677,1.497405609,0,0,0,0,0,0.500042,0,0
PDCD10,681.7091297,518.0028723,493.5507601,522.2224231,509.9809922,524.9259664,481.5302959,468.3404641,440.1664094,547.1859677,522.1202427
PDCD11,1155.428176,992.9939715,777.377171,820.962323,918.5425163,924.4312666,750.9226444,677.5594412,638.5864489,750.6304465,767.3073448
PDCD1LG2,568.8370249,506.976645,368.4104702,398.4811145,412.7972478,400.7216885,496.65991,514.0062757,440.3803726,612.1661497,479.2806094
PDCD2,726.5555555,575.8999829,562.1709568,582.7583111,647.0813625,650.8435361,552.0220158,513.3225768,512.0702696,513.5662483,578.1798653
PDCD2L,53.33713196,50.13568518,37.46767761,37.5977664,38.45286852,36.54949705,28.03455679,21.44362544,30.95417879,35.56539496,16.49014636
PDCD4,736.8740466,664.5603635,777.4031474,873.172644,1021.347771,1201.057578,970.6820807,929.7194712,902.6434656,1005.977858,1025.148837
PDCD4-AS1,68.51663058,59.89864061,69.87296389,73.1127765,88.23964981,72.35392328,62.5762389,82.83929925,75.42778607,84.75108534,76.85520716
PDCD5,240.6359273,189.5176036,176.6973963,173.4254142,184.7646263,185.4407054,183.6572991,176.2644766,164.9053015,167.4433363,170.029879
PDCD6,500.3018033,460.6407314,410.3266587,434.4313342,451.7503954,479.6119998,415.1778544,387.2211446,398.7729177,434.1415953,447.0353034
PDCD6IP,3914.36356,3416.264271,3365.505863,3403.32085,3573.213827,3728.262234,3371.954999,3359.513817,3306.210814,3895.532399,3903.38965
PDCD6IPP2,13.6149369,10.68764263,10.59806543,13.2311001,3.303093081,15.98933103,9.706129055,13.04385081,21.25731171,36.09146423,21.04033876
PDCD7,436.6041137,341.1971666,326.4190384,345.9378931,367.9999793,354.2586092,334.0410522,352.8058599,340.1506851,354.6179453,326.6418952
PDCL,477.0664457,427.5095358,439.2400257,415.6162774,473.0659266,426.2291501,431.0980531,396.3409873,389.618605,434.7171646,427.1269306
PDCL2,0,0,0,0,0,1.000208493,0,0,0,0,0
PDCL3,198.2659817,150.9732947,131.9560354,127.2184476,120.8012256,121.1249358,122.9345637,100.0491338,120.3810062,135.5463128,141.3178009
PDCL3P4,2.588040845,2.564699285,5.253871356,4.794447485,5.867216898,1.0359855,3.68088546,9.413034456,6.194753836,8.250088345,9.342397438
PDE10A,2.0100705,2.958966794,2.506916962,1.451133332,1.004642205,0,1.507403729,0,2.51672919,1.003790315,1.508345481
PDE11A,61.81449917,47.50277073,63.2907885,68.6813086,68.39631474,66.84202646,92.8526751,126.9454604,288.4072199,535.6009972,791.279666
PDE11A-AS1,0,0,0.502187046,0.500657,0,0,0.4999704155,1.499465184,3.552519546,5.119098753,12.01574811
PDE12,1443.462566,1191.98629,1158.67946,1231.788722,1150.867032,1268.186281,1154.682792,1148.993536,1249.025324,1331.880711,1324.012081
PDE1A,3.19921375,4.153591243,1.785159147,4.598367936,5.071979946,8.437757181,14.76515646,41.5326922,15.02047948,31.60402836,42.65385087
PDE1B,0.971725042,0,0,0,0,0,0.5233864555,0.9902009035,0,0.5244975,0
PDE1C,1086.842994,1517.716425,2005.158474,2409.502147,2207.226668,2107.450748,2290.521674,2319.720987,2957.571989,3389.532593,4030.079044
PDE2A,3.036296589,4.427516148,4.992208984,6.929507924,3.944744482,3.035933783,3.007035741,3.018271241,1.469248358,2.516607843,0.991785888
PDE3A,64.14802584,28.51727168,32.26958076,36.82350925,34.12001747,61.32106968,130.0868833,252.0982256,279.2316576,257.1073632,257.1663639
PDE3B,14.26448859,10.31257147,8.058235915,10.35348331,11.76018719,11.25170501,9.248595606,17.61456013,17.74410089,15.25539933,13.47090147
PDE4A,834.1779505,710.7898316,666.4056313,701.0273177,680.7538609,751.6940773,744.2805088,752.2270885,831.059678,845.4733129,869.6113788
PDE4B,472.1024475,416.4287095,586.1495617,477.5636123,534.2026355,586.6443242,737.7488905,774.63567,1010.388096,1415.775842,1506.022596
PDE4B-AS1,6.4920332,9.514967844,10.07120027,12.04407988,14.07089055,13.59304368,6.04022988,9.451925512,13.07350046,14.59513392,9.517836236
PDE4C,83.71977006,72.77911704,82.810234,71.77912186,80.48893016,91.3916622,70.25573412,75.35412603,85.96117544,86.34207835,89.92017029
PDE4D,473.1500624,381.7833013,277.4895732,333.8647812,227.4193725,130.8015107,138.8450587,121.0517569,122.2821438,99.04994318,113.1242269
PDE4DIP,3864.748105,3372.181871,3495.207681,3433.141916,3600.734887,3974.282406,3310.642915,3636.921692,3514.99284,3601.27561,3604.104275
PDE4DIPP1,9.76052281,9.632779152,12.76541174,10.24174744,11.16884586,10.1926855,13.24903694,6.627025538,8.196895203,9.290386559,15.95144771
PDE5A,394.0941734,335.3691133,407.0753699,426.9606897,440.5835456,463.2013689,430.190924,452.7639021,509.5052435,524.2437445,623.6198343
PDE6A,398.5026101,389.686736,411.2689883,446.2369004,427.8644384,397.8604273,378.4778578,366.8883139,362.6359909,336.7377917,358.2223153
PDE6B,28.10050138,27.74243555,26.58351165,26.84838623,27.78777772,36.49216776,24.72238559,30.42096247,29.60277807,26.26860485,30.30761121
PDE6C,54.43015682,44.94425023,42.91130464,52.91684727,64.41672254,58.42769384,40.45824146,36.99817984,55.97370125,44.50000834,33.47624111
PDE6D,250.922004,202.991366,175.1254061,196.6639723,215.7383681,205.9335624,238.2706829,239.5499247,213.0758552,269.1611249,284.0671995
PDE6G,3.966821971,4.734396051,3.999493421,8.027359345,5.121181987,9.816673525,2.68009509,5.349791305,5.797149306,8.05388961,14.1111028
PDE7A,462.1049984,438.7316201,416.0424928,442.3461479,474.2216325,430.7882208,379.1486234,409.4824865,410.7357457,398.047751,389.3864402
PDE7B,317.9708308,320.4156422,344.9575467,460.0369592,685.2688648,691.4339819,556.5336424,498.0032182,338.8590371,287.3506077,263.0094383
PDE8A,872.9186149,762.5817998,694.1572577,755.2111259,771.6959106,694.619202,596.9389705,630.8209696,597.7247996,621.5328039,623.7054837
PDE8B,97.895663,82.57677583,77.4057342,94.08865506,80.82421628,94.14026597,85.0328811,67.32053227,96.74678801,100.6232829,88.84874863
PDE9A,0.562758857,0,0,0,0,0.564069,0,0,0,0,0
PDF,195.1305009,193.4840531,161.4159931,172.6846111,195.3448103,195.0927406,185.5120876,155.9642902,196.7278213,169.7655417,196.7728323
PDGFA,680.5679721,513.2629472,569.8875652,534.7213008,521.0636265,519.4687176,468.1114592,462.8803026,542.3156141,466.007517,589.0037004
PDGFB,4.629825209,0.4118765,1.234675912,1.157489595,1.403052032,0,1.158126265,1.738647559,1.236849024,1.158282449,1.648122652
PDGFC,1828.903658,1739.935644,1715.434092,1813.827694,1798.334853,1737.844746,1652.56987,1732.266334,1916.729962,2570.532131,2632.503566
PDGFD,336.0840047,282.6669767,349.4625836,313.8897682,633.6515184,662.8711059,549.6623073,663.0445491,428.7503916,289.2901753,169.3166765
PDGFRA,9518.612105,8583.516545,8101.138418,9621.996643,10967.37249,10076.0948,7769.042673,6675.843713,5928.830931,5684.727817,5421.07035
PDGFRB,12246.26116,10914.04903,11254.16046,12299.31879,12451.9485,12920.3965,11708.18434,11921.68553,12275.81824,11086.22936,12392.88206
PDGFRL,7.663883241,6.641699749,7.667105,14.30956264,17.9040727,29.17332034,13.3024864,12.2691868,3.5840795,6.649785,2.046714
PDHA1,601.7344672,496.691501,452.2829217,433.7124617,436.1952207,380.5861961,348.8863217,322.700243,324.0740409,391.0606994,402.2956159
PDHA2,0,0,0.501917326,0,0,0,0,0,0,0,0
PDHB,558.4020327,493.1546887,523.1702994,575.6690272,497.6926673,492.7920019,458.2346541,389.5691393,375.5493233,410.25994,405.5276399
PDHX,482.5997608,393.6815581,403.663437,422.3257271,423.5639105,427.2244308,434.8155757,430.6911022,455.6365024,456.8323328,431.6974379
PDIA2,4.494225361,4.495958979,6.995340417,4.994966655,8.99875646,4.999911592,5.998792689,3.499015311,3.997723961,5.003875999,6.500168974
PDIA3,10746.53185,8750.809705,7809.965216,8222.231094,7736.067703,7274.706751,6535.275385,6208.527359,6204.446653,7932.500178,7938.639434
PDIA3P1,74.36863627,51.97596734,64.31397208,70.62538972,61.21768434,70.70200073,70.14857437,67.85529123,49.63766489,65.86688214,61.97707206
PDIA4,4603.099922,3657.438024,3213.600733,3172.109843,2934.779988,2665.584213,2263.952552,2296.443919,2072.637629,2447.683904,2491.249281
PDIA5,862.6127198,674.0308426,641.1815552,665.0920588,611.8066988,604.3442613,491.2294849,480.8931303,391.6616167,477.6988044,543.3789841
PDIA6,5127.886211,4185.944933,3672.506132,3645.774236,3290.797454,3023.899215,2423.948812,2306.156917,2022.25321,2745.204653,2856.082762
PDIK1L,90.49991705,80.2139731,91.43020205,82.25813576,88.83538791,86.3315856,94.04166695,90.9834797,83.00714985,107.7542433,100.0220007
PDILT,0.499857,0,0,0,0,0,0,0,0,0,0
PDK1,747.7731713,643.5517327,638.2207105,804.8442116,1084.010542,1059.33268,1299.263443,1240.956182,1475.108228,1735.03826,1598.838905
PDK2,360.7162493,379.6905128,467.7780836,475.6245433,586.9044828,640.0806182,584.8799656,569.1293277,616.585059,788.4558365,826.131869
